id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value
2815407781,646,1,2,70,8,8q6cv8g4bd3xdl7m88kll16na,1,41.9,14.7,2025-05-16T19:30:01.546Z,2025-05-16T19:30:04Z,a4de7kgp5ivhwckmtv5htu162,E. Hagen,,,5730874903,213,4.37,5730874895,140,40.2,5730874893,56,Back,5730874897,141,7.4,5730874899,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815407811,647,1,2,70,11,8q6cv8g4bd3xdl7m88kll16na,1,40.2,7.4,2025-05-16T19:30:03.922Z,2025-05-16T19:30:06Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5730875105,141,35.4,5730875107,212,19.0,5730875103,140,39.9,5730875101,56,Back,5730875109,213,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815407845,648,1,2,70,13,8q6cv8g4bd3xdl7m88kll16na,1,47.3,49.5,2025-05-16T19:30:05.810Z,2025-05-16T19:30:08Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5730875301,141,81.8,5730875303,212,23.4,5730875299,140,54.9,5730875297,56,Left,5730875305,213,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815407921,649,1,2,70,15,8q6cv8g4bd3xdl7m88kll16na,1,57.9,82.9,2025-05-16T19:30:08.514Z,2025-05-16T19:30:14Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5730875789,56,Left,5730875793,141,87.6,5730875791,140,71.2,5730875797,213,0.22,5730875795,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815407937,650,1,2,70,21,8q6cv8g4bd3xdl7m88kll16na,1,69.5,87.0,2025-05-16T19:30:14.402Z,2025-05-16T19:30:16Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5730875895,141,93.7,5730875899,213,0.34,5730875897,212,13.7,5730875893,140,81.8,5730875891,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815407973,651,1,2,70,23,8q6cv8g4bd3xdl7m88kll16na,1,81.8,93.7,2025-05-16T19:30:15.978Z,2025-05-16T19:30:20Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5730876123,213,5.81,5730876121,212,9.9,5730876115,56,Left,5730876119,141,87.0,5730876117,140,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815407987,510,45,2,70,27,crlocdyqyb1fdhck54qxs65rl,0,10.6,19.6,2025-05-16T19:30:20.026Z,2025-05-16T19:30:27Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5730876275,56,Back,5730876281,233,652,5730876279,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815407989,652,3,2,70,27,8q6cv8g4bd3xdl7m88kll16na,1,89.4,80.4,2025-05-16T19:30:20.026Z,2025-05-16T19:30:25Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5730876235,233,510,5730876201,56,Left,5730876203,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408061,653,1,2,70,28,8q6cv8g4bd3xdl7m88kll16na,1,89.8,71.1,2025-05-16T19:30:20.946Z,2025-05-16T19:30:26Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5730876605,56,Center,5730876617,213,3.44,5730876613,141,64.6,5730876609,140,76.3,5730876615,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408069,654,1,2,70,29,8q6cv8g4bd3xdl7m88kll16na,1,76.3,64.6,2025-05-16T19:30:22.098Z,2025-05-16T19:30:40Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,1.0,5730876651,141,55.5,5730876653,212,7.4,5730876647,56,Center,5730876649,140,72.4,5730877723,210,15,5730876655,213,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408079,655,15,2,70,30,8q6cv8g4bd3xdl7m88kll16na,1,72.4,55.5,2025-05-16T19:30:23.617Z,2025-05-16T19:30:41Z,a4de7kgp5ivhwckmtv5htu162,E. Hagen,,,5730877499,20,,5730877745,147,52.7,5730877747,230,97.7,5730877779,233,511,5730877749,231,51.6,5730877731,29,,5730877733,55,654,5730877503,82,,5730876727,18,5730876729,56,Center,5730877729,78,5730877741,215,,5730877743,146,,86.6,5730877737,102,50.1,,5730876725,22,5730877739,103,19,,,,,,
2815408035,511,10,2,70,31,crlocdyqyb1fdhck54qxs65rl,1,13.4,47.3,2025-05-16T19:30:23.717Z,2025-05-16T19:30:42Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5730876497,94,,5730876499,56,Back,5730877817,233,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408097,656,1,2,70,33,8q6cv8g4bd3xdl7m88kll16na,1,70.3,53.0,2025-05-16T19:30:25.994Z,2025-05-16T19:30:28Z,a4de7kgp5ivhwckmtv5htu162,E. Hagen,,,5730876823,141,33.6,5730876827,213,4.88,5730876815,56,Center,5730876825,212,13.4,5730876819,140,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408117,657,1,2,70,34,8q6cv8g4bd3xdl7m88kll16na,1,72.4,33.6,2025-05-16T19:30:27.426Z,2025-05-16T19:30:29Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5730876929,213,1.89,5730876921,56,Center,5730876923,140,71.4,5730876927,212,3.3,5730876925,141,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408145,658,1,2,70,36,8q6cv8g4bd3xdl7m88kll16na,1,71.6,40.9,2025-05-16T19:30:29.561Z,2025-05-16T19:30:32Z,3nl291loxoqoghj60c05rubro,F. Thorvaldsen,,,5730877125,140,75.2,5730877131,213,1.36,5730877127,141,67.4,5730877123,56,Center,5730877129,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408187,659,1,2,70,39,8q6cv8g4bd3xdl7m88kll16na,0,75.2,67.4,2025-05-16T19:30:32.281Z,2025-05-16T19:30:35Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5730877355,212,51.3,5730877337,196,,5730877347,140,95.3,5730877341,56,Right,5730877359,1,,5730877357,213,5.14,5730877351,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408465,512,5,2,70,42,crlocdyqyb1fdhck54qxs65rl,1,5.8,101.2,2025-05-16T19:30:35.483Z,2025-05-16T20:49:29Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5730878867,347,,5730878887,233,660,5730878865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408197,660,5,2,70,42,8q6cv8g4bd3xdl7m88kll16na,0,94.2,-1.2,2025-05-16T19:30:35.483Z,2025-05-16T20:49:30Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5730877415,347,,5730878923,233,512,5730877413,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408481,513,1,2,71,4,crlocdyqyb1fdhck54qxs65rl,1,10.6,100.0,2025-05-16T19:30:57.185Z,2025-05-16T19:30:59Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5730878979,141,91.8,5730878987,213,5.34,5730878967,107,,5730878983,212,8.2,5730878975,140,15.2,5730878969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408491,514,1,2,71,5,crlocdyqyb1fdhck54qxs65rl,1,15.3,89.7,2025-05-16T19:30:58.233Z,2025-05-16T19:31:00Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,,5730879019,141,98.1,5730879049,156,,5730879017,140,9.1,5730879023,213,2.42,5730879021,212,8.7,5730879015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408531,515,1,2,71,7,crlocdyqyb1fdhck54qxs65rl,1,10.2,96.0,2025-05-16T19:30:59.826Z,2025-05-16T19:31:03Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5730879271,213,6.13,5730879273,1,,5730879265,140,43.0,5730879269,212,34.9,5730879267,141,88.0,5730879263,56,Back,5730879261,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408551,516,1,2,71,10,crlocdyqyb1fdhck54qxs65rl,1,38.3,85.3,2025-05-16T19:31:03.098Z,2025-05-16T19:31:05Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5730879387,56,Back,5730879391,141,74.2,5730879389,140,37.6,5730879397,213,4.62,5730879385,3,,5730879395,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408617,517,1,2,71,12,crlocdyqyb1fdhck54qxs65rl,1,38.9,70.5,2025-05-16T19:31:04.737Z,2025-05-16T19:31:10Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5730879733,212,31.8,5730879731,141,29.7,5730879723,56,Center,5730879727,140,53.7,5730879735,213,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408629,518,1,2,71,18,crlocdyqyb1fdhck54qxs65rl,0,74.9,12.0,2025-05-16T19:31:10.649Z,2025-05-16T19:31:11Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5730879807,212,6.3,5730879799,155,,5730879803,140,78.2,5730879801,56,Right,5730879809,213,0.99,5730879797,2,,5730879805,141,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408665,661,61,2,71,21,8q6cv8g4bd3xdl7m88kll16na,1,25.9,63.2,2025-05-16T19:31:13.846Z,2025-05-16T19:31:14Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5730880051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408705,662,12,2,71,23,8q6cv8g4bd3xdl7m88kll16na,1,26.1,39.5,2025-05-16T19:31:15.673Z,2025-05-16T19:38:28Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5730880261,141,69.0,5730880269,213,0.87,5730880265,212,26.2,5730880257,140,42.2,5730880253,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408711,663,1,2,71,24,8q6cv8g4bd3xdl7m88kll16na,0,42.2,69.0,2025-05-16T19:31:17.193Z,2025-05-16T19:31:19Z,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,5730880317,140,48.8,5730880313,56,Back,5730880305,3,,5730880325,213,0.18,5730880309,168,,5730880323,212,7.0,5730880321,141,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408761,519,1,2,71,26,crlocdyqyb1fdhck54qxs65rl,1,42.6,40.3,2025-05-16T19:31:19.577Z,2025-05-16T19:31:22Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5730880671,140,44.7,5730880673,141,59.3,5730880677,213,1.40,5730880669,56,Back,5730880675,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408789,520,1,2,71,29,crlocdyqyb1fdhck54qxs65rl,1,44.5,59.1,2025-05-16T19:31:22.498Z,2025-05-16T19:31:25Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5730880825,56,Center,5730880827,140,55.2,5730880833,213,0.03,5730880831,212,11.2,5730880829,141,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408827,521,1,2,71,32,crlocdyqyb1fdhck54qxs65rl,1,56.6,66.0,2025-05-16T19:31:24.993Z,2025-05-16T19:31:27Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,,5730881009,213,1.22,5730881007,212,14.6,5730881003,140,61.4,5730881001,56,Left,5730881005,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408845,522,1,2,71,35,crlocdyqyb1fdhck54qxs65rl,1,67.2,77.0,2025-05-16T19:31:27.625Z,2025-05-16T19:31:30Z,2w7qb6w4qcogyuvgi31rfv85w,J. Gonstad,,,5730881095,213,4.92,5730881087,56,Center,5730881093,212,11.1,5730881091,141,61.1,5730881089,140,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408873,523,1,2,71,37,crlocdyqyb1fdhck54qxs65rl,1,67.1,64.3,2025-05-16T19:31:29.905Z,2025-05-16T19:31:31Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5730881255,141,69.1,5730881259,213,2.93,5730881253,140,52.9,5730881251,56,Center,5730881257,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408915,524,1,2,71,39,crlocdyqyb1fdhck54qxs65rl,1,55.3,68.7,2025-05-16T19:31:31.697Z,2025-05-16T19:31:36Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,,5730881525,141,44.0,5730881529,213,4.71,5730881521,56,Center,5730881523,140,55.3,5730881527,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408929,525,1,2,71,43,crlocdyqyb1fdhck54qxs65rl,1,54.3,51.0,2025-05-16T19:31:36.226Z,2025-05-16T19:31:37Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5730881625,141,63.4,5730881627,212,10.2,5730881623,140,59.8,5730881621,56,Center,5730881629,213,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815408975,526,1,2,71,44,crlocdyqyb1fdhck54qxs65rl,1,61.4,64.5,2025-05-16T19:31:37.529Z,2025-05-16T19:31:42Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,,5730881925,212,19.0,5730881919,56,Back,5730881921,140,48.5,5730881923,141,44.9,5730881927,213,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815409037,527,1,2,71,49,crlocdyqyb1fdhck54qxs65rl,1,53.1,44.5,2025-05-16T19:31:42.490Z,2025-05-16T19:31:47Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5730882229,56,Left,5730882239,1,,5730882231,140,73.9,5730882233,141,88.9,5730882227,155,,5730882237,213,0.94,5730882235,212,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815409047,528,1,2,71,54,crlocdyqyb1fdhck54qxs65rl,0,77.5,94.1,2025-05-16T19:31:47.105Z,2025-05-16T19:31:47Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5730882295,212,15.7,5730882299,213,5.47,5730882287,3,,5730882291,140,87.8,5730882293,141,77.3,5730882289,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815409061,665,1,2,71,56,8q6cv8g4bd3xdl7m88kll16na,0,10.7,12.6,2025-05-16T19:31:48.850Z,2025-05-16T19:31:50Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5730882357,212,1.3,5730882359,213,6.12,5730882355,141,12.3,5730882403,236,,5730882351,56,Back,5730882353,140,11.9,5730882405,233,529,5730882361,1,,5730882349,157,5730882409,286,,,,,,,,,,,,,,,,,,,,,,,,,
2815409067,529,74,2,71,57,crlocdyqyb1fdhck54qxs65rl,1,91.0,87.7,2025-05-16T19:31:50.009Z,2025-05-16T19:31:51Z,2w7qb6w4qcogyuvgi31rfv85w,J. Gonstad,,,5730882439,233,665,5730882399,56,Left,5730882401,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815409085,530,5,2,71,57,crlocdyqyb1fdhck54qxs65rl,0,100.8,88.8,2025-05-16T19:31:50.329Z,2025-05-16T20:49:31Z,2w7qb6w4qcogyuvgi31rfv85w,J. Gonstad,,,5730882505,56,Left,5730884043,233,666,5730882507,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815409361,666,5,2,71,57,8q6cv8g4bd3xdl7m88kll16na,1,-0.8,11.2,2025-05-16T19:31:50.329Z,2025-05-16T20:49:30Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5730883985,233,530,5730883929,56,Back,5730883931,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815409477,667,1,2,72,21,8q6cv8g4bd3xdl7m88kll16na,1,2.0,43.2,2025-05-16T19:32:13.746Z,2025-05-16T19:32:23Z,cpcjoijkj6xhmcbfnyuarh1hx,J. Storevik,,,5730884581,1,,5730884575,141,93.8,5730884569,124,,5730884579,213,0.40,5730884585,74,,5730884571,56,Left,5730884573,140,80.6,5730884577,212,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815409487,668,1,2,72,30,8q6cv8g4bd3xdl7m88kll16na,1,85.9,93.2,2025-05-16T19:32:23.274Z,2025-05-16T19:32:24Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5730884649,212,19.6,5730884643,56,Center,5730884647,141,67.7,5730884653,213,5.20,5730884645,140,94.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815409497,669,1,2,72,31,8q6cv8g4bd3xdl7m88kll16na,0,98.5,65.9,2025-05-16T19:32:24.577Z,2025-05-16T21:49:53Z,bi90ts7bjqsllbei6qtmx6has,S. Sjøvold,,,5730884703,212,4.6,5730884701,141,62.7,5730884699,140,94.6,5730884697,56,Center,5730884773,233,531,5730884771,236,,5730884705,213,3.63,5730884777,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815409507,531,74,2,72,32,crlocdyqyb1fdhck54qxs65rl,1,7.5,40.0,2025-05-16T19:32:24.665Z,2025-05-16T21:50:04Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5730884817,233,669,5730884751,285,,5730884749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815409545,533,1,2,72,35,crlocdyqyb1fdhck54qxs65rl,1,11.8,38.3,2025-05-16T19:32:27.793Z,2025-05-16T20:02:46Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5730884989,213,0.48,5730884981,56,Back,5730884983,140,29.2,5730884987,212,20.6,5730884985,141,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815409579,534,61,2,72,38,crlocdyqyb1fdhck54qxs65rl,1,31.7,64.3,2025-05-16T19:32:30.889Z,2025-05-16T20:03:02Z,2w7qb6w4qcogyuvgi31rfv85w,J. Gonstad,,,5730885161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815409595,535,1,2,72,38,crlocdyqyb1fdhck54qxs65rl,0,26.9,64.6,2025-05-16T19:32:31.489Z,2025-05-16T19:32:33Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5730885271,140,44.2,5730885273,141,64.9,5730885277,213,0.01,5730885269,56,Back,5730885275,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815409633,671,1,2,72,41,8q6cv8g4bd3xdl7m88kll16na,1,55.2,27.9,2025-05-16T19:32:34.161Z,2025-05-16T19:32:35Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5730885481,213,5.62,5730885479,212,12.3,5730885473,140,64.4,5730885471,56,Right,5730885477,141,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815409719,672,1,2,72,42,8q6cv8g4bd3xdl7m88kll16na,1,64.4,16.8,2025-05-16T19:32:35.041Z,2025-05-16T19:32:42Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5730885919,212,16.2,5730885913,56,Right,5730885917,141,7.6,5730885921,213,5.89,5730885915,140,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815409733,673,1,2,72,49,8q6cv8g4bd3xdl7m88kll16na,0,87.2,28.8,2025-05-16T19:32:41.817Z,2025-05-16T19:32:42Z,3nl291loxoqoghj60c05rubro,F. Thorvaldsen,,,5730885985,140,86.4,5730885987,141,31.4,5730885983,56,Center,5730885989,212,2.0,5730885991,213,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815409725,536,8,2,72,49,crlocdyqyb1fdhck54qxs65rl,1,12.4,63.3,2025-05-16T19:32:41.923Z,2025-05-16T19:32:42Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,,5730885955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815409781,537,1,2,72,51,crlocdyqyb1fdhck54qxs65rl,0,14.5,65.8,2025-05-16T19:32:43.939Z,2025-05-16T19:32:47Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,,5730886289,213,0.17,5730886291,1,,5730886287,212,50.6,5730886283,140,62.0,5730886281,56,Center,5730886279,157,,5730886285,141,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815409869,674,1,2,72,56,8q6cv8g4bd3xdl7m88kll16na,1,34.6,18.9,2025-05-16T19:32:49.522Z,2025-05-16T19:32:52Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5730886733,141,49.4,5730886731,140,13.2,5730886737,213,2.40,5730886729,56,Back,5730886735,212,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815409939,675,1,2,72,59,8q6cv8g4bd3xdl7m88kll16na,1,13.2,49.4,2025-05-16T19:32:52.209Z,2025-05-16T19:32:58Z,cpcjoijkj6xhmcbfnyuarh1hx,J. Storevik,,,5730887229,140,31.5,5730887233,212,22.8,5730887227,56,Back,5730887231,141,67.4,5730887235,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815409983,676,1,2,73,5,8q6cv8g4bd3xdl7m88kll16na,1,44.1,69.3,2025-05-16T19:32:58.009Z,2025-05-16T19:33:01Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5730887453,213,5.68,5730887451,212,15.2,5730887445,56,Center,5730887447,140,56.0,5730887449,141,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815410007,677,1,2,73,8,8q6cv8g4bd3xdl7m88kll16na,1,56.0,56.7,2025-05-16T19:33:00.977Z,2025-05-16T19:33:02Z,bi90ts7bjqsllbei6qtmx6has,S. Sjøvold,,,5730887581,212,21.7,5730887583,213,1.25,5730887575,56,Left,5730887579,141,87.0,5730887577,140,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815410047,678,1,2,73,9,8q6cv8g4bd3xdl7m88kll16na,1,62.6,87.0,2025-05-16T19:33:02.505Z,2025-05-16T19:33:06Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5730887817,140,57.6,5730887819,141,76.8,5730887815,56,Center,5730887821,212,8.7,5730887823,213,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815410073,679,1,2,73,13,8q6cv8g4bd3xdl7m88kll16na,1,57.6,76.8,2025-05-16T19:33:05.769Z,2025-05-16T19:33:07Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5730887945,56,Left,5730887957,213,0.84,5730887953,141,84.4,5730887955,212,6.9,5730887949,140,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815410133,680,1,2,73,15,8q6cv8g4bd3xdl7m88kll16na,1,62.0,84.4,2025-05-16T19:33:07.632Z,2025-05-16T19:33:12Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5730888257,213,4.10,5730888253,141,76.7,5730888251,140,58.5,5730888255,212,6.4,5730888249,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815410161,681,1,2,73,19,8q6cv8g4bd3xdl7m88kll16na,1,60.5,70.2,2025-05-16T19:33:12.193Z,2025-05-16T19:33:14Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5730888421,141,43.8,5730888423,212,19.4,5730888417,56,Center,5730888419,140,53.5,5730888425,213,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815410227,682,1,2,73,21,8q6cv8g4bd3xdl7m88kll16na,1,53.5,43.8,2025-05-16T19:33:13.905Z,2025-05-16T19:33:17Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5730888781,212,18.3,5730888783,213,1.32,5730888775,56,Center,5730888779,141,69.9,5730888777,140,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815410279,683,1,2,73,24,8q6cv8g4bd3xdl7m88kll16na,1,57.8,69.9,2025-05-16T19:33:17.121Z,2025-05-16T19:33:21Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5730889123,212,18.1,5730889121,141,43.9,5730889125,213,4.51,5730889119,140,54.3,5730889117,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815410333,684,1,2,73,28,8q6cv8g4bd3xdl7m88kll16na,1,62.6,39.1,2025-05-16T19:33:21.201Z,2025-05-16T19:33:25Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5730889461,1,,5730889451,56,Left,5730889453,140,86.3,5730889457,212,44.8,5730889459,213,0.98,5730889455,141,93.8,5730889449,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815410389,685,1,2,73,32,8q6cv8g4bd3xdl7m88kll16na,0,86.3,93.8,2025-05-16T19:33:25.505Z,2025-05-16T19:33:28Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5730889735,155,,5730889751,213,4.87,5730889753,1,,5730889745,141,31.8,5730889749,212,42.7,5730889741,140,92.6,5730889731,2,,5730889737,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815410473,538,61,2,73,32,crlocdyqyb1fdhck54qxs65rl,0,8.7,62.3,2025-05-16T19:33:25.553Z,2025-05-16T20:43:52Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5730890239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
