id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2819481435,725,1,2,79,57,8q6cv8g4bd3xdl7m88kll16na,0,97.0,33.6,2025-05-26T18:42:48.171Z,2025-05-26T18:42:49Z,a4de7kgp5ivhwckmtv5htu162,E. Hagen,,,5753326395,140,88.9,5753326403,212,20.7,5753326423,195,,5753326391,155,,5753326399,141,61.4,5753326393,56,Center,5753326405,213,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819481479,726,1,2,80,2,8q6cv8g4bd3xdl7m88kll16na,0,98.7,59.0,2025-05-26T18:42:52.495Z,2025-05-26T18:42:54Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5753326777,286,,5753326665,213,2.75,5753326659,140,96.8,5753326661,141,60.2,5753326767,236,,5753326657,56,Center,5753326771,233,701,5753326663,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819481493,701,74,2,80,2,4q0b35m26thti4c2on9a3npk0,1,6.1,31.5,2025-05-26T18:42:52.496Z,2025-05-26T19:08:24Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5753326709,56,Back,5753326711,285,,5753326793,233,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819481487,700,61,2,80,2,4q0b35m26thti4c2on9a3npk0,0,6.1,31.5,2025-05-26T18:42:52.996Z,2025-05-26T18:42:53Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5753326679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819481503,702,6,2,80,3,4q0b35m26thti4c2on9a3npk0,0,5.0,34.6,2025-05-26T18:42:53.562Z,2025-05-26T19:09:18Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5753326935,233,727,5753326841,73,,5753326839,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819481495,727,6,2,80,3,8q6cv8g4bd3xdl7m88kll16na,1,95.0,65.4,2025-05-26T18:42:53.562Z,2025-05-26T19:09:17Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5753326811,56,Center,5753326813,73,,5753326895,233,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819482025,728,1,2,80,42,8q6cv8g4bd3xdl7m88kll16na,0,99.5,99.5,2025-05-26T18:43:32.778Z,2025-05-26T18:43:34Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5753329697,140,91.0,5753329689,6,,5753329705,213,4.40,5753329695,56,Center,5753329699,141,59.4,5753329693,223,,5753329701,212,28.7,5753329691,155,,5753329687,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819482063,703,12,2,80,46,4q0b35m26thti4c2on9a3npk0,1,13.0,49.1,2025-05-26T18:43:36.643Z,2025-05-26T18:43:42Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5753329905,141,40.6,5753329927,15,,5753329907,212,13.9,5753329901,56,Back,5753329903,140,25.0,5753329909,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819482129,729,1,2,80,47,8q6cv8g4bd3xdl7m88kll16na,1,78.6,84.7,2025-05-26T18:43:37.850Z,2025-05-26T18:43:42Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5753330247,56,Center,5753330253,212,40.9,5753330245,155,,5753330251,141,30.1,5753330249,140,95.0,5753330257,1,,5753330241,2,,5753330255,213,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819482135,704,4,2,80,51,4q0b35m26thti4c2on9a3npk0,1,9.0,63.5,2025-05-26T18:43:42.171Z,2025-05-26T18:43:54Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,,5753330419,13,,5753330503,233,730,5753330421,295,,5753330423,56,Back,5753330425,152,,5753330427,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819482137,730,4,2,80,51,8q6cv8g4bd3xdl7m88kll16na,0,91.0,36.5,2025-05-26T18:43:42.172Z,2025-05-26T18:43:54Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5753330525,233,704,5753330475,152,,5753330469,13,,5753330477,286,,5753331241,295,,5753330473,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819482513,705,1,2,81,15,4q0b35m26thti4c2on9a3npk0,0,11.4,56.4,2025-05-26T18:44:05.675Z,2025-05-26T18:44:10Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5753332289,5,,5753332295,56,Center,5753332303,213,6.26,5753332301,212,56.2,5753332297,140,64.9,5753332291,157,,5753332299,141,54.6,5753332293,152,,5753332305,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819482539,731,1,2,81,20,8q6cv8g4bd3xdl7m88kll16na,0,31.8,39.1,2025-05-26T18:44:10.515Z,2025-05-26T18:44:11Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5753332451,141,33.6,5753332455,213,6.13,5753332445,3,,5753332449,140,55.6,5753332453,212,25.3,5753332447,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819482571,706,1,2,81,21,4q0b35m26thti4c2on9a3npk0,1,39.5,63.7,2025-05-26T18:44:12.300Z,2025-05-26T18:44:13Z,5szykye2vk3nx7r5lhzn2ljx0,D. Schneider,,,5753332611,213,6.10,5753332605,140,53.9,5753332609,212,15.4,5753332607,141,59.6,5753332603,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819482641,707,1,2,81,22,4q0b35m26thti4c2on9a3npk0,1,53.9,59.6,2025-05-26T18:44:13.339Z,2025-05-26T18:44:17Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5753333059,141,48.5,5753333057,140,37.5,5753333065,213,3.55,5753333061,212,18.8,5753333055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819482659,708,1,2,81,27,4q0b35m26thti4c2on9a3npk0,1,34.4,46.6,2025-05-26T18:44:17.612Z,2025-05-26T18:44:19Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,,5753333155,56,Back,5753333161,212,12.8,5753333157,140,32.7,5753333159,141,65.2,5753333163,213,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819482745,709,1,2,81,28,4q0b35m26thti4c2on9a3npk0,1,32.7,65.2,2025-05-26T18:44:19.188Z,2025-05-26T18:44:24Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5753333551,212,16.4,5753333545,56,Back,5753333553,213,4.81,5753333549,141,41.2,5753333547,140,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819482769,710,1,2,81,34,4q0b35m26thti4c2on9a3npk0,1,34.3,41.2,2025-05-26T18:44:24.587Z,2025-05-26T18:44:27Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,,5753333731,1,,5753333725,141,84.4,5753333727,212,54.7,5753333719,155,,5753333721,56,Left,5753333723,140,78.3,5753333729,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819482805,711,43,2,81,36,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-05-26T18:44:26.778Z,2025-05-26T18:44:44Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5753333923,56,Left,5753333929,212,0,5753333921,155,0,5753335289,144,1,5753333927,141,85.3,5753333925,140,83.4,5753333931,213,3.14,5753333917,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819482845,712,1,2,81,38,4q0b35m26thti4c2on9a3npk0,1,83.4,85.3,2025-05-26T18:44:28.987Z,2025-05-26T18:44:32Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5753334137,1,,5753334311,155,,5753334123,2,,5753334129,140,87.1,5753334135,213,4.80,5753334127,56,Right,5753334133,212,44.9,5753334131,141,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819482897,713,61,2,81,40,4q0b35m26thti4c2on9a3npk0,0,87.1,19.5,2025-05-26T18:44:30.754Z,2025-05-26T18:58:15Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5753334477,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819482921,714,5,2,81,42,4q0b35m26thti4c2on9a3npk0,0,101.1,15.2,2025-05-26T18:44:33.250Z,2025-05-26T19:09:52Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5753335749,233,732,5753334587,56,Right,5753334589,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819483137,732,5,2,81,42,8q6cv8g4bd3xdl7m88kll16na,1,-1.1,84.8,2025-05-26T18:44:33.250Z,2025-05-26T19:09:52Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5753335693,56,Back,5753335723,233,714,5753335695,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819483277,733,1,2,81,59,8q6cv8g4bd3xdl7m88kll16na,1,4.3,59.4,2025-05-26T18:44:50.385Z,2025-05-26T18:44:59Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5753336477,124,,5753336485,212,5.3,5753336487,213,4.17,5753336491,237,,5753336481,140,1.7,5753336479,56,Back,5753336483,141,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819483291,734,1,2,82,9,8q6cv8g4bd3xdl7m88kll16na,0,9.5,53.4,2025-05-26T18:44:59.625Z,2025-05-26T18:45:00Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5753336549,141,71.4,5753336557,1,,5753336541,155,,5753336553,213,0.19,5753336547,140,71.1,5753336551,212,65.8,5753336545,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819483323,715,1,2,82,10,4q0b35m26thti4c2on9a3npk0,1,29.5,20.9,2025-05-26T18:45:01.059Z,2025-05-26T18:45:02Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,,5753336711,141,22.7,5753336713,212,12.1,5753336709,140,41.0,5753336705,3,,5753336715,213,0.10,5753336707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819483361,717,1,2,82,13,4q0b35m26thti4c2on9a3npk0,1,47.3,21.0,2025-05-26T18:45:03.618Z,2025-05-26T18:45:05Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5753336893,141,27.1,5753336897,213,1.60,5753336895,212,4.1,5753336891,140,47.2,5753336889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819483385,718,1,2,82,14,4q0b35m26thti4c2on9a3npk0,1,47.2,27.1,2025-05-26T18:45:05.411Z,2025-05-26T18:45:07Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5753337029,140,32.1,5753337033,212,16.0,5753337027,56,Back,5753337031,141,30.7,5753337035,213,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819483433,719,1,2,82,16,4q0b35m26thti4c2on9a3npk0,1,32.1,30.7,2025-05-26T18:45:07.290Z,2025-05-26T18:45:11Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5753337337,56,Back,5753337345,213,1.41,5753337339,140,34.8,5753337343,212,17.3,5753337341,141,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819483489,720,1,2,82,20,4q0b35m26thti4c2on9a3npk0,1,30.6,53.7,2025-05-26T18:45:10.770Z,2025-05-26T18:45:14Z,5szykye2vk3nx7r5lhzn2ljx0,D. Schneider,,,5753337675,212,10.1,5753337671,141,39.4,5753337667,140,33.2,5753337663,56,Back,5753337677,213,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819483545,721,1,2,82,24,4q0b35m26thti4c2on9a3npk0,1,33.4,39.4,2025-05-26T18:45:14.450Z,2025-05-26T18:45:18Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5753337969,140,37.3,5753337973,212,12.0,5753337967,56,Back,5753337975,213,5.06,5753337971,141,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819483649,722,1,2,82,27,4q0b35m26thti4c2on9a3npk0,1,36.4,17.4,2025-05-26T18:45:18.363Z,2025-05-26T18:45:25Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,,5753338473,155,,5753338479,141,17.0,5753338481,212,51.2,5753338483,213,6.28,5753338477,140,85.2,5753338485,1,,5753338475,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819483655,735,4,2,82,34,8q6cv8g4bd3xdl7m88kll16na,1,15.8,88.4,2025-05-26T18:45:24.961Z,2025-05-26T18:45:32Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5753338627,13,,5753338633,152,,5753338631,56,Back,5753338629,294,,5753338705,233,723,5753338635,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819483659,723,4,2,82,34,4q0b35m26thti4c2on9a3npk0,0,84.2,11.6,2025-05-26T18:45:24.962Z,2025-05-26T18:46:06Z,etz2bmorno30rw9efxkc0ufo,O. Okeke,,,5753338579,152,,5753338777,233,735,5753338583,286,,5753341835,294,,5753338577,56,Right,5753338575,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819483901,725,18,2,82,55,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-05-26T18:45:45.528Z,2025-05-26T18:45:57Z,etz2bmorno30rw9efxkc0ufo,O. Okeke,,,5753341119,189,,5753339773,59,11,5753339875,55,726,5753339771,44,Forward,5753339769,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819483905,726,19,2,82,55,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-05-26T18:45:45.529Z,2025-05-26T18:45:59Z,biibwjyc33yv901fetordsv84,N. Semmen,,,5753339799,55,725,5753339793,293,1,5753341257,189,,5753339787,145,9,5753339791,292,9,5753339789,59,19,5753339795,44,Forward,5753339783,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819484431,736,1,2,83,21,8q6cv8g4bd3xdl7m88kll16na,1,15.1,95.7,2025-05-26T18:46:11.912Z,2025-05-26T18:46:14Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5753342599,212,49.1,5753342593,56,Center,5753342587,5,,5753342591,152,,5753342603,1,,5753342597,141,77.5,5753342589,157,,5753342601,213,6.03,5753342595,140,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819484437,737,44,2,83,24,8q6cv8g4bd3xdl7m88kll16na,1,55.0,71.6,2025-05-26T18:46:14.456Z,2025-05-26T19:09:03Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5753342801,233,727,5753342617,56,Center,5753342619,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819484463,727,44,2,83,24,4q0b35m26thti4c2on9a3npk0,0,45.0,28.4,2025-05-26T18:46:14.457Z,2025-05-26T19:09:04Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5753342847,233,737,5753342763,285,,5753342759,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819484445,738,1,2,83,24,8q6cv8g4bd3xdl7m88kll16na,0,59.0,75.3,2025-05-26T18:46:14.671Z,2025-05-26T18:46:15Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5753342653,140,66.8,5753342659,213,5.73,5753342647,3,,5753342651,56,Center,5753342649,168,,5753342657,212,9.6,5753342655,141,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819484491,729,1,2,83,27,4q0b35m26thti4c2on9a3npk0,1,29.9,34.9,2025-05-26T18:46:17.986Z,2025-05-26T18:46:19Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5753342935,140,39.6,5753342931,56,Back,5753342941,213,5.77,5753342937,141,26.5,5753342939,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819484513,730,1,2,83,29,4q0b35m26thti4c2on9a3npk0,1,39.6,26.5,2025-05-26T18:46:19.530Z,2025-05-26T20:25:54Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5753343035,212,13.2,5753343031,140,36.1,5753343033,141,7.9,5753343037,213,4.43,5753343029,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819484535,731,1,2,83,30,4q0b35m26thti4c2on9a3npk0,0,36.1,7.9,2025-05-26T18:46:20.778Z,2025-05-26T18:46:23Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5753343203,213,0.44,5753343195,56,Center,5753343201,212,47.4,5753343199,141,37.4,5753343205,1,,5753343197,140,77.0,5753343193,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819484589,739,43,2,83,36,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-05-26T18:46:26.456Z,2025-05-26T18:59:21Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5753343473,56,Back,5753385783,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819484795,742,1,2,83,51,8q6cv8g4bd3xdl7m88kll16na,0,5.8,44.6,2025-05-26T18:46:41.751Z,2025-05-26T18:46:42Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5753344591,213,6.00,5753344587,141,19.2,5753344585,140,62.0,5753344593,1,,5753344589,212,61.5,5753344583,56,Right,5753344579,157,,5753344581,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819484807,732,1,2,83,51,4q0b35m26thti4c2on9a3npk0,1,54.6,82.6,2025-05-26T18:46:42.137Z,2025-05-26T18:46:43Z,5szykye2vk3nx7r5lhzn2ljx0,D. Schneider,,,5753344661,213,6.20,5753344655,140,65.7,5753344657,141,81.2,5753344651,3,,5753344659,212,11.7,5753344653,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819484825,734,3,2,83,53,4q0b35m26thti4c2on9a3npk0,0,58.6,77.6,2025-05-26T18:46:44.065Z,2025-05-26T19:08:37Z,26ro2zdtkq9ia7dzr9ellxkvd,T. Haltvik,,,5753344989,233,743,5753344731,56,Center,5753344733,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819484855,743,7,2,83,53,8q6cv8g4bd3xdl7m88kll16na,1,41.4,22.4,2025-05-26T18:46:44.066Z,2025-05-26T19:08:37Z,a4de7kgp5ivhwckmtv5htu162,E. Hagen,,,5753344863,285,,5753344861,56,Back,5753344951,233,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819484867,745,1,2,83,56,8q6cv8g4bd3xdl7m88kll16na,0,51.6,30.0,2025-05-26T18:46:47.119Z,2025-05-26T18:46:48Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5753344931,141,27.0,5753344935,213,6.11,5753344929,140,63.0,5753344933,212,12.1,5753344927,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819484889,736,1,2,83,58,4q0b35m26thti4c2on9a3npk0,1,58.1,75.4,2025-05-26T18:46:48.585Z,2025-05-26T18:46:50Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5753345091,213,4.64,5753345083,56,Center,5753345087,141,63.0,5753345089,212,8.5,5753345085,140,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819484909,737,1,2,83,59,4q0b35m26thti4c2on9a3npk0,1,57.5,63.0,2025-05-26T18:46:50.130Z,2025-05-26T18:46:52Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5753345219,141,32.2,5753345221,212,21.0,5753345213,155,,5753345223,213,4.80,5753345217,140,59.3,5753345215,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819484927,746,83,2,84,1,8q6cv8g4bd3xdl7m88kll16na,0,45.9,76.0,2025-05-26T18:46:51.719Z,2025-05-26T19:00:36Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5753389069,399,c78cublmvb2gg8gzk999xn9hx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819484911,738,61,2,84,2,4q0b35m26thti4c2on9a3npk0,0,59.3,32.2,2025-05-26T18:46:52.529Z,2025-05-26T18:46:53Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5753345231,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819484979,748,3,2,84,6,8q6cv8g4bd3xdl7m88kll16na,0,68.8,74.4,2025-05-26T18:46:56.736Z,2025-05-26T18:46:58Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5753345603,286,,5753345641,211,,5753345601,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819485035,740,1,2,84,9,4q0b35m26thti4c2on9a3npk0,1,34.1,14.7,2025-05-26T18:46:59.457Z,2025-05-26T18:47:02Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,,5753345917,140,13.6,5753345915,56,Back,5753345927,213,2.46,5753345919,141,40.6,5753345923,212,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819485099,741,1,2,84,11,4q0b35m26thti4c2on9a3npk0,1,13.4,37.3,2025-05-26T18:47:02.122Z,2025-05-26T18:47:06Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5753346239,212,33.0,5753346243,1,,5753346237,141,41.6,5753346233,56,Back,5753346241,213,0.09,5753346231,157,,5753346235,140,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819485127,742,44,2,84,15,4q0b35m26thti4c2on9a3npk0,1,66.0,38.9,2025-05-26T18:47:05.509Z,2025-05-26T19:09:04Z,biibwjyc33yv901fetordsv84,N. Semmen,,,5753346471,233,749,5753346475,286,,5753346393,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819485083,749,44,2,84,15,8q6cv8g4bd3xdl7m88kll16na,0,34.0,61.1,2025-05-26T18:47:05.510Z,2025-05-26T20:25:56Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5753346165,285,,5753346519,233,742,5753346163,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819485141,743,61,2,84,15,4q0b35m26thti4c2on9a3npk0,1,44.7,41.6,2025-05-26T18:47:06.226Z,2025-05-26T19:00:39Z,biibwjyc33yv901fetordsv84,N. Semmen,,,5753346457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819485241,751,4,2,84,21,8q6cv8g4bd3xdl7m88kll16na,1,49.8,53.8,2025-05-26T18:47:11.617Z,2025-05-26T19:52:34Z,,,,,5753347173,233,744,5753347143,286,,5753347139,56,Back,5753347137,10,,5753347141,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819485193,744,4,2,84,21,4q0b35m26thti4c2on9a3npk0,0,50.2,46.2,2025-05-26T18:47:11.618Z,2025-05-26T18:47:22Z,biibwjyc33yv901fetordsv84,N. Semmen,,,5753346973,56,Center,5753346971,10,,5753346977,285,,5753347237,233,751,5753346975,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819485369,752,1,2,84,36,8q6cv8g4bd3xdl7m88kll16na,1,39.5,45.8,2025-05-26T18:47:27.182Z,2025-05-26T18:47:30Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5753347847,140,45.4,5753347843,152,,5753347849,141,44.3,5753347853,213,6.12,5753347841,5,,5753347845,56,Back,5753347851,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819485395,753,1,2,84,39,8q6cv8g4bd3xdl7m88kll16na,1,56.9,38.9,2025-05-26T18:47:29.887Z,2025-05-26T18:47:31Z,a4de7kgp5ivhwckmtv5htu162,E. Hagen,,,5753348015,141,22.4,5753348019,213,3.67,5753348013,140,38.6,5753348017,212,22.3,5753348009,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819485441,754,1,2,84,41,8q6cv8g4bd3xdl7m88kll16na,1,38.6,22.4,2025-05-26T18:47:31.502Z,2025-05-26T18:47:35Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5753348235,213,1.36,5753348231,141,48.5,5753348229,140,42.3,5753348233,212,18.2,5753348227,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819485513,755,1,2,84,44,8q6cv8g4bd3xdl7m88kll16na,1,37.8,47.0,2025-05-26T18:47:34.935Z,2025-05-26T18:47:40Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5753348645,141,84.2,5753348641,56,Left,5753348643,140,51.5,5753348647,212,29.1,5753348639,155,,5753348649,213,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819485557,756,1,2,84,49,8q6cv8g4bd3xdl7m88kll16na,1,54.0,86.3,2025-05-26T18:47:40.319Z,2025-05-26T18:47:43Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5753348931,56,Left,5753348943,141,90.6,5753348947,212,18.1,5753348953,213,0.16,5753348937,140,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819485599,757,1,2,84,53,8q6cv8g4bd3xdl7m88kll16na,1,73.8,93.6,2025-05-26T18:47:43.462Z,2025-05-26T18:47:46Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5753349167,56,Center,5753349173,212,10.3,5753349169,140,74.1,5753349171,141,78.4,5753349175,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
