id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2802191055,32,83,1,2,46,59as3grjvj19voay31j3yfgni,0,56.7,20.1,2025-04-17T16:02:59.014Z,2025-04-17T20:46:50Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5657921141,399,6tckvu2rw7ns18dq7dim0sout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191181,37,83,1,2,47,59as3grjvj19voay31j3yfgni,0,58.1,13.2,2025-04-17T16:02:59.504Z,2025-04-17T20:46:52Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5657921821,399,6tckvu2rw7ns18dq7dim0sout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190673,33,61,1,2,48,b3r6d8ydtmtjckam6pku9y400,1,38.2,80.3,2025-04-17T16:03:01.001Z,2025-04-17T20:46:54Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5657918765,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802264345,715,43,1,2,49,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-17T16:03:01.937Z,2025-04-17T20:46:45Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5658348293,399,6tckvu2rw7ns18dq7dim0sout,5658348647,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802202177,470,3,1,2,51,b3r6d8ydtmtjckam6pku9y400,1,44.1,88.8,2025-04-17T16:03:03.420Z,2025-04-17T20:45:33Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5658046245,233,546,5657986617,56,Back,5657986619,286,,5658345859,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802212295,546,45,1,2,51,59as3grjvj19voay31j3yfgni,0,55.9,11.2,2025-04-17T16:03:03.420Z,2025-04-17T21:38:22Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5658046107,285,,5658046105,56,Right,5658046405,233,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190669,32,43,1,2,51,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-17T16:03:03.693Z,2025-04-17T20:47:58Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5658350815,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190679,28,43,1,2,51,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-17T16:03:03.994Z,2025-04-17T17:36:02Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5657918787,399,6tckvu2rw7ns18dq7dim0sout,5658046827,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190705,34,1,1,2,55,b3r6d8ydtmtjckam6pku9y400,1,35.4,70.9,2025-04-17T16:03:08.172Z,2025-04-17T20:47:35Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5657918947,213,2.26,5657918939,56,Back,5657918943,141,83.3,5657918941,140,28.8,5657918945,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190707,35,1,1,3,0,b3r6d8ydtmtjckam6pku9y400,1,28.6,83.5,2025-04-17T16:03:12.476Z,2025-04-17T16:03:14Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5657918965,141,68.8,5657918963,140,33.6,5657918961,56,Back,5657918967,212,11.3,5657918969,213,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190723,36,1,1,3,1,b3r6d8ydtmtjckam6pku9y400,1,31.3,68.2,2025-04-17T16:03:14.108Z,2025-04-17T16:03:17Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5657919053,141,63.6,5657919049,56,Back,5657919057,213,3.45,5657919051,140,21.8,5657919055,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190737,37,1,1,3,4,b3r6d8ydtmtjckam6pku9y400,1,22.5,70.5,2025-04-17T16:03:17.389Z,2025-04-17T16:03:20Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5657919137,213,5.66,5657919129,56,Back,5657919131,140,27.4,5657919135,212,6.3,5657919133,141,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190741,38,1,1,3,8,b3r6d8ydtmtjckam6pku9y400,1,30.2,56.3,2025-04-17T16:03:20.636Z,2025-04-17T16:03:22Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5657919149,140,27.1,5657919155,213,4.53,5657919151,141,30.0,5657919147,56,Back,5657919153,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190759,40,1,1,3,12,b3r6d8ydtmtjckam6pku9y400,0,29.8,29.8,2025-04-17T16:03:24.444Z,2025-04-17T16:03:26Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5657919253,213,1.03,5657919243,56,Back,5657919251,212,10.6,5657919249,141,43.1,5657919247,140,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190773,41,4,1,3,17,b3r6d8ydtmtjckam6pku9y400,1,35.4,44.7,2025-04-17T16:03:29.724Z,2025-04-17T16:23:44Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5657919385,152,,5657919375,295,,5657919371,13,,5657919469,233,29,5657919379,56,Back,5657919473,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190777,29,4,1,3,17,59as3grjvj19voay31j3yfgni,0,64.6,55.3,2025-04-17T16:03:29.725Z,2025-04-17T16:23:44Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5657919457,295,,5657919463,285,,5657919479,233,41,5657919461,152,,5657919459,56,Center,5657919453,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190807,42,1,1,3,25,b3r6d8ydtmtjckam6pku9y400,1,33.9,37.9,2025-04-17T16:03:37.692Z,2025-04-17T16:03:38Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5657919597,140,33.0,5657919601,212,14.2,5657919595,56,Back,5657919591,5,,5657919599,141,58.7,5657919603,213,1.64,5657919593,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190823,43,1,1,3,26,b3r6d8ydtmtjckam6pku9y400,1,33.6,60.6,2025-04-17T16:03:38.844Z,2025-04-17T16:03:42Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5657919717,140,44.9,5657919719,141,80.5,5657919721,212,18.0,5657919723,213,0.85,5657919715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190825,44,1,1,3,29,b3r6d8ydtmtjckam6pku9y400,1,47.2,89.1,2025-04-17T16:03:42.333Z,2025-04-17T16:03:44Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5657919739,213,3.40,5657919733,140,32.2,5657919737,212,16.3,5657919731,56,Back,5657919735,141,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190833,45,1,1,3,31,b3r6d8ydtmtjckam6pku9y400,1,31.1,82.7,2025-04-17T16:03:44.252Z,2025-04-17T16:03:48Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5657919783,140,29.5,5657919789,213,4.63,5657919781,56,Back,5657919785,141,53.6,5657919787,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190847,46,1,1,3,36,b3r6d8ydtmtjckam6pku9y400,1,29.5,50.0,2025-04-17T16:03:48.844Z,2025-04-17T16:03:51Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5657919847,141,60.6,5657919845,140,35.9,5657919849,212,9.9,5657919843,56,Back,5657919851,213,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190865,47,1,1,3,38,b3r6d8ydtmtjckam6pku9y400,1,34.2,61.1,2025-04-17T16:03:50.956Z,2025-04-17T16:03:54Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5657919965,140,15.0,5657919971,213,3.16,5657919967,141,60.6,5657919963,56,Back,5657919969,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190895,48,1,1,3,42,b3r6d8ydtmtjckam6pku9y400,1,13.6,65.5,2025-04-17T16:03:54.524Z,2025-04-17T16:04:01Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5657920163,140,56.2,5657920169,213,5.60,5657920171,1,,5657920159,155,,5657920165,141,12.3,5657920161,56,Right,5657920167,212,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190903,49,1,1,3,48,b3r6d8ydtmtjckam6pku9y400,1,58.9,6.5,2025-04-17T16:04:00.940Z,2025-04-17T16:04:02Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5657920193,140,67.3,5657920199,213,6.12,5657920191,56,Right,5657920195,141,4.3,5657920197,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190907,50,1,1,3,49,b3r6d8ydtmtjckam6pku9y400,1,67.7,4.3,2025-04-17T16:04:02.012Z,2025-04-17T16:04:04Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5657920227,212,10.4,5657920225,141,19.5,5657920221,56,Right,5657920229,213,1.66,5657920223,140,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190927,51,1,1,3,51,b3r6d8ydtmtjckam6pku9y400,1,67.4,27.4,2025-04-17T16:04:04.077Z,2025-04-17T16:04:06Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5657920323,141,41.8,5657920321,140,63.2,5657920325,212,10.7,5657920319,56,Center,5657920327,213,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190935,52,1,1,3,54,b3r6d8ydtmtjckam6pku9y400,1,65.0,39.1,2025-04-17T16:04:06.444Z,2025-04-17T16:04:09Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5657920393,141,61.5,5657920389,56,Center,5657920391,140,71.1,5657920395,212,16.5,5657920397,213,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190953,53,1,1,3,56,b3r6d8ydtmtjckam6pku9y400,1,70.7,66.6,2025-04-17T16:04:08.780Z,2025-04-17T16:04:11Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5657920493,56,Left,5657920499,212,20.7,5657920495,140,84.7,5657920501,213,0.78,5657920497,141,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190967,54,1,1,3,59,b3r6d8ydtmtjckam6pku9y400,1,91.5,86.8,2025-04-17T16:04:11.852Z,2025-04-17T16:04:14Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5657920547,141,87.1,5657920545,140,73.3,5657920549,212,19.1,5657920551,213,3.13,5657920543,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190977,55,1,1,4,1,b3r6d8ydtmtjckam6pku9y400,1,70.5,78.8,2025-04-17T16:04:14.365Z,2025-04-17T20:49:08Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5657920603,155,,5657920611,212,46.8,5657920615,1,,5658353233,223,,5657920609,141,24.7,5657920605,56,Center,5657920601,2,,5657920613,213,5.38,5657920607,140,98.0,5658353235,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190983,56,1,1,4,4,b3r6d8ydtmtjckam6pku9y400,0,98.0,25.6,2025-04-17T16:04:17.100Z,2025-04-17T16:04:18Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5657920635,140,97.2,5657920631,3,,5657920637,141,48.4,5657920633,56,Center,5657920641,213,1.62,5657920639,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190989,30,52,1,4,6,59as3grjvj19voay31j3yfgni,1,1.8,55.8,2025-04-17T16:04:18.888Z,2025-04-17T20:49:13Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5658353473,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191021,31,1,1,4,9,59as3grjvj19voay31j3yfgni,0,9.4,59.9,2025-04-17T16:04:21.613Z,2025-04-17T16:04:26Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5657920789,213,0.35,5657920779,123,,5657920783,140,74.9,5657920787,212,73.2,5657920797,287,,5657920781,56,Left,5657920791,1,,5657920785,141,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191057,58,1,1,4,14,b3r6d8ydtmtjckam6pku9y400,1,31.8,3.8,2025-04-17T16:04:26.540Z,2025-04-17T16:04:39Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5657921009,56,Back,5657921013,141,28.2,5657921011,140,10.1,5657921015,212,28.2,5657921017,213,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191059,59,1,1,4,26,b3r6d8ydtmtjckam6pku9y400,1,15.3,46.4,2025-04-17T16:04:39.324Z,2025-04-17T16:04:45Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5657921025,140,19.9,5657921027,141,23.6,5657921023,56,Back,5657921031,213,5.01,5657921029,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191091,60,1,1,4,34,b3r6d8ydtmtjckam6pku9y400,1,27.3,28.4,2025-04-17T16:04:46.588Z,2025-04-17T20:49:38Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5657921245,140,50.6,5657921241,155,,5657921247,141,1.9,5657921251,213,5.65,5657921243,56,Right,5657921249,212,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191097,61,1,1,4,39,b3r6d8ydtmtjckam6pku9y400,0,63.5,6.0,2025-04-17T16:04:51.612Z,2025-04-17T20:49:51Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5657921295,1,,5657921285,56,Center,5657921291,212,34.1,5657921287,140,77.6,5657921293,213,1.12,5657921289,141,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191105,33,12,1,4,41,59as3grjvj19voay31j3yfgni,1,19.5,40.1,2025-04-17T16:04:53.982Z,2025-04-17T16:04:55Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5657921341,212,6.0,5657921343,213,6.24,5657921337,140,25.2,5657921339,141,39.7,5657921335,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191147,35,27,1,4,50,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-17T16:05:03.345Z,2025-04-17T16:22:43Z,,,,,5657949319,233,62,5657921561,41,Injury,5657921563,53,fwu0bja02waqct7l682s5mfp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191179,62,27,1,4,50,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-17T16:05:03.345Z,2025-04-17T16:22:44Z,,,,,5657949347,233,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191163,36,43,1,4,56,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-17T16:05:08.864Z,2025-04-17T16:05:20Z,,,,,5657921629,55,35,5657921975,144,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191349,38,28,1,5,15,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-17T16:05:28.364Z,2025-04-17T16:22:44Z,,,,,5657922537,55,35,5657949381,233,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191271,63,28,1,5,15,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-17T16:05:28.364Z,2025-04-17T16:22:44Z,,,,,5657922177,55,62,5657949387,233,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191415,40,1,1,5,43,59as3grjvj19voay31j3yfgni,1,29.2,47.5,2025-04-17T16:05:56.286Z,2025-04-17T16:05:58Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5657922893,140,29.6,5657922899,213,1.54,5657922891,56,Back,5657922895,141,70.2,5657922897,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191427,41,1,1,5,45,59as3grjvj19voay31j3yfgni,1,29.7,70.2,2025-04-17T16:05:58.208Z,2025-04-17T16:06:01Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5657922959,141,87.1,5657922961,212,13.3,5657922957,140,36.0,5657922963,213,1.05,5657922955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191437,42,1,1,5,49,59as3grjvj19voay31j3yfgni,1,43.7,87.1,2025-04-17T16:06:01.519Z,2025-04-17T16:06:03Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5657923037,213,5.88,5657923029,141,77.8,5657923021,56,Center,5657923033,212,16.0,5657923025,140,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191441,43,4,1,5,51,59as3grjvj19voay31j3yfgni,1,59.1,74.2,2025-04-17T16:06:03.843Z,2025-04-17T16:23:44Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5657923045,13,,5657923053,286,,5657923101,233,66,5657923047,56,Center,5657923051,265,,5657923049,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191443,66,4,1,5,51,b3r6d8ydtmtjckam6pku9y400,0,40.9,25.8,2025-04-17T16:06:03.844Z,2025-04-17T16:23:45Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5657923059,13,,5657923113,233,43,5657923061,56,Back,5657923065,265,,5657923067,285,,5657923063,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191505,44,1,1,6,2,59as3grjvj19voay31j3yfgni,0,55.8,68.3,2025-04-17T16:06:14.997Z,2025-04-17T22:08:05Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5657923395,141,17.6,5657923391,56,Right,5657923577,189,,5657923401,1,,5657923387,5,,5657923397,212,36.6,5657923393,140,67.5,5657923399,213,5.05,5657923389,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191503,67,83,1,6,4,b3r6d8ydtmtjckam6pku9y400,0,21.5,71.1,2025-04-17T16:06:16.483Z,2025-04-17T16:07:01Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5657924467,399,djlyi0ad4x1p0k4thn8n0axw4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191511,45,15,1,6,4,59as3grjvj19voay31j3yfgni,1,85.9,31.1,2025-04-17T16:06:16.872Z,2025-04-17T20:51:00Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5657923907,147,35.7,5657923429,63,,5657923897,78,,5657923767,82,,5657923431,56,Center,5657923427,22,,5657923763,72,,5657923901,103,19,5657923905,146,89.3,5657923913,233,5657923899,102,50.4,5657923903,458,,5657923911,231,5657923909,230,,,,,,,,,,,68,46.4,98.5,,,,,,,,,,,
2802191509,68,10,1,6,4,b3r6d8ydtmtjckam6pku9y400,1,10.7,64.3,2025-04-17T16:06:16.972Z,2025-04-17T16:06:38Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5657923423,94,,5657923933,233,45,5657923425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191521,46,13,1,6,6,59as3grjvj19voay31j3yfgni,1,77.4,38.7,2025-04-17T16:06:18.578Z,2025-04-17T20:51:16Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5657924173,230,97.6,5657923493,18,,5657924175,231,47.7,5657923491,22,,5657924167,328,,5657923495,56,Center,5657924163,102,62.4,5657924169,458,,5657924161,73,,5657924165,103,5657924067,20,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,
2802191537,47,5,1,6,7,59as3grjvj19voay31j3yfgni,0,101.0,57.4,2025-04-17T16:06:19.516Z,2025-04-17T16:31:21Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5657923545,346,,5657923551,233,69,5657923543,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191527,69,5,1,6,7,b3r6d8ydtmtjckam6pku9y400,1,-1.0,42.6,2025-04-17T16:06:19.516Z,2025-04-17T16:31:20Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5657923519,56,Back,5657923521,346,,5657923547,233,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191617,70,1,1,6,26,b3r6d8ydtmtjckam6pku9y400,1,4.8,38.8,2025-04-17T16:06:39.163Z,2025-04-17T16:06:43Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5657924021,212,7.2,5657924013,124,,5657924027,237,,5657924019,141,49.4,5657924023,213,1.59,5657924015,56,Back,5657924017,140,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191639,71,1,1,6,30,b3r6d8ydtmtjckam6pku9y400,1,7.2,52.7,2025-04-17T16:06:43.371Z,2025-04-17T16:06:46Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5657924131,213,1.75,5657924123,56,Back,5657924129,212,14.4,5657924125,140,4.8,5657924127,141,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191643,72,1,1,6,33,b3r6d8ydtmtjckam6pku9y400,1,5.5,82.1,2025-04-17T16:06:46.043Z,2025-04-17T16:06:47Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5657924153,141,96.2,5657924157,213,1.00,5657924149,56,Back,5657924155,212,11.4,5657924151,140,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191659,73,1,1,6,35,b3r6d8ydtmtjckam6pku9y400,0,11.5,96.0,2025-04-17T16:06:47.755Z,2025-04-17T16:06:51Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5657924275,213,0.11,5657924271,141,100.0,5657924277,1,,5657924267,56,Back,5657924273,212,36.6,5657924269,140,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191675,48,5,1,6,39,59as3grjvj19voay31j3yfgni,1,54.4,-2.0,2025-04-17T16:06:51.564Z,2025-04-17T16:31:21Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5657924339,56,Right,5657924341,347,,5657924343,233,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191661,74,5,1,6,39,b3r6d8ydtmtjckam6pku9y400,0,45.6,102.0,2025-04-17T16:06:51.564Z,2025-04-17T16:31:21Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5657924285,347,,5657924283,56,Back,5657924361,233,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191681,49,1,1,6,43,59as3grjvj19voay31j3yfgni,1,49.4,0.0,2025-04-17T16:06:55.639Z,2025-04-17T16:06:57Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5657924377,107,,5657924387,213,2.64,5657924385,212,18.8,5657924381,140,33.7,5657924379,56,Back,5657924383,141,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191691,50,1,1,6,44,59as3grjvj19voay31j3yfgni,1,33.7,11.6,2025-04-17T16:06:57.329Z,2025-04-17T16:07:00Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5657924445,140,39.6,5657924447,141,19.4,5657924451,213,0.71,5657924443,56,Back,5657924449,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191695,51,1,1,6,47,59as3grjvj19voay31j3yfgni,1,38.6,24.1,2025-04-17T16:06:59.970Z,2025-04-17T16:07:01Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5657924479,213,3.59,5657924477,212,13.7,5657924473,140,26.9,5657924471,56,Back,5657924475,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
