id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/18/value
2820743919,708,44,2,86,43,4jg5vd59i24chckyua90dr1lg,0,4.8,43.2,2025-06-01T16:17:38.697Z,2025-06-01T16:42:49Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5760464721,285,,5760464719,56,Back,5760465437,233,845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820744085,847,15,2,86,44,5mbo4f0vps12dr0fcvjn3wyp5,1,95.4,51.0,2025-06-01T16:17:39.088Z,2025-06-01T16:38:42Z,azvjk1schroxi2dq22hwnqr1m,A. Kakoullis,,,5760465843,78,,5760465847,154,,5760465721,328,,5760465845,29,,5760465539,22,,5760465859,100,,5760465543,56,Center,5760465861,146,97.1,5760516207,233,5760465865,230,99.8,5760465853,102,5760465857,214,5760465541,16,5760465855,103,5760465725,82,,709,48.7,,,19,5760465711,15,,5760465863,147,5760465849,55,844,5760465867,231,50.2,51.1
2820743957,709,10,2,86,44,4jg5vd59i24chckyua90dr1lg,1,2.9,49.8,2025-06-01T16:17:39.188Z,2025-06-01T16:38:43Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5760465503,94,,5760516307,233,847,5760464911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820743961,710,6,2,86,47,4jg5vd59i24chckyua90dr1lg,0,1.1,33.3,2025-06-01T16:17:42.663Z,2025-06-01T16:42:31Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5760464937,56,Back,5760464993,233,846,5760464939,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820743921,846,6,2,86,47,5mbo4f0vps12dr0fcvjn3wyp5,1,98.9,66.7,2025-06-01T16:17:42.663Z,2025-06-01T16:42:31Z,9yb0exf35kl3avhdnlhv23glx,B. Hansen,,,5760464811,56,Center,5760464813,73,,5760464969,233,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820744547,712,17,2,88,1,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-06-01T16:18:56.293Z,2025-06-01T16:19:43Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5760468157,31,,5760468697,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820744357,848,17,2,88,5,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-06-01T16:19:00.039Z,2025-06-01T16:19:45Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5760467315,31,,5760468707,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820744479,849,1,2,88,16,5mbo4f0vps12dr0fcvjn3wyp5,0,99.4,99.5,2025-06-01T16:19:11.160Z,2025-06-01T16:19:18Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5760467777,141,3.8,5760467769,155,,5760467783,1,,5760467771,223,,5760467765,2,,5760467775,140,100.0,5760467773,56,Right,5760467767,6,,5760467781,213,5760467779,212,65.1,,,,,,,,,,,,4.74,,,,,,,,,,,,,,,,
2820744477,711,5,2,88,23,4jg5vd59i24chckyua90dr1lg,1,-0.9,95.8,2025-06-01T16:19:17.893Z,2025-06-01T16:19:44Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5760468713,233,850,5760467763,346,,5760467761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820744639,850,5,2,88,23,5mbo4f0vps12dr0fcvjn3wyp5,0,100.9,4.2,2025-06-01T16:19:17.893Z,2025-06-01T16:45:59Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5760468703,346,,5760468701,56,Right,5760468729,233,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820744749,713,1,2,89,2,4jg5vd59i24chckyua90dr1lg,0,5.0,40.7,2025-06-01T16:19:57.158Z,2025-06-01T16:38:40Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5760469297,141,84.8,5760469291,124,,5760469301,213,0.30,5760469305,74,,5760469295,140,96.8,5760469293,56,Left,5760469299,212,100.9,5760469303,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820744761,851,61,2,89,3,5mbo4f0vps12dr0fcvjn3wyp5,1,50.0,50.0,2025-06-01T16:19:57.975Z,2025-06-01T16:35:13Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5760505611,189,,5760472453,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820744775,714,44,2,89,4,4jg5vd59i24chckyua90dr1lg,1,32.1,64.6,2025-06-01T16:19:59.747Z,2025-06-01T16:42:49Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5760469417,56,Back,5760506123,233,950,5760469419,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820751191,950,44,2,89,5,5mbo4f0vps12dr0fcvjn3wyp5,0,67.9,35.4,2025-06-01T16:19:59.748Z,2025-06-01T16:42:49Z,azvjk1schroxi2dq22hwnqr1m,A. Kakoullis,,,5760506109,286,,5760506127,233,714,5760506107,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820744765,852,43,2,89,5,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-06-01T16:20:00.151Z,2025-06-01T16:35:09Z,,,,,5760472633,213,0.00,5760472627,140,50.0,5760505355,144,1,5760472635,1,0,5760472625,56,Center,5760472631,212,0,5760472629,141,50.0,5760472623,157,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820744777,715,1,2,89,6,4jg5vd59i24chckyua90dr1lg,0,31.5,66.1,2025-06-01T16:20:01.239Z,2025-06-01T16:20:01Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5760469443,212,16.6,5760469441,141,50.7,5760469439,140,43.8,5760469435,3,,5760469437,56,Back,5760469445,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820744823,854,1,2,89,7,5mbo4f0vps12dr0fcvjn3wyp5,1,58.6,39.2,2025-06-01T16:20:02.136Z,2025-06-01T16:20:07Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5760469703,213,1.40,5760469699,141,86.3,5760469701,212,32.5,5760469697,140,63.8,5760469705,1,,5760469695,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820744847,855,1,2,89,12,5mbo4f0vps12dr0fcvjn3wyp5,0,67.5,77.5,2025-06-01T16:20:07.575Z,2025-06-01T16:20:12Z,3hz7fbme9sm4xkj5fo3moeluc,V. Andersson,,,5760469893,56,Center,5760469889,2,,5760469899,212,34.9,5760469903,1,,5760469895,140,89.6,5760469891,155,,5760469897,141,39.2,5760469901,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820744883,717,44,2,89,16,4jg5vd59i24chckyua90dr1lg,1,9.0,70.4,2025-06-01T16:20:10.829Z,2025-06-01T16:20:21Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5760470129,285,,5760470127,56,Back,5760470133,233,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820744851,856,44,2,89,16,5mbo4f0vps12dr0fcvjn3wyp5,0,91.0,29.6,2025-06-01T16:20:10.830Z,2025-06-01T16:20:20Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5760469925,286,,5760469923,56,Center,5760470145,233,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820744861,716,12,2,89,16,4jg5vd59i24chckyua90dr1lg,1,8.3,69.9,2025-06-01T16:20:10.998Z,2025-06-01T16:20:13Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5760469985,56,Back,5760469995,15,,5760469993,213,1.73,5760469989,141,85.0,5760469987,140,6.7,5760469991,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820744897,857,1,2,89,21,5mbo4f0vps12dr0fcvjn3wyp5,1,93.7,4.3,2025-06-01T16:20:16.408Z,2025-06-01T16:20:18Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5760470173,141,5.9,5760470171,140,80.0,5760470177,213,3.07,5760470175,212,14.4,5760470169,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820744915,858,1,2,89,23,5mbo4f0vps12dr0fcvjn3wyp5,1,77.0,8.0,2025-06-01T16:20:18.567Z,2025-06-01T16:20:23Z,2q5dedfrzn793s2alaaig8i6s,A. Ali,,,5760470287,140,64.7,5760470291,212,12.9,5760470285,56,Right,5760470289,141,8.0,5760470293,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820744963,859,1,2,89,28,5mbo4f0vps12dr0fcvjn3wyp5,1,74.0,8.0,2025-06-01T16:20:23.032Z,2025-06-01T16:20:29Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5760470559,140,75.7,5760470561,141,27.6,5760470563,212,13.4,5760470565,213,1.44,5760470557,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820744959,718,83,2,89,34,4jg5vd59i24chckyua90dr1lg,0,15.2,72.9,2025-06-01T16:20:29.253Z,2025-06-01T16:20:31Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5760470673,399,2q5dedfrzn793s2alaaig8i6s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820744971,860,1,2,89,34,5mbo4f0vps12dr0fcvjn3wyp5,0,86.6,29.5,2025-06-01T16:20:29.415Z,2025-06-01T16:20:30Z,2q5dedfrzn793s2alaaig8i6s,A. Ali,,,5760470607,212,6.0,5760470605,141,38.0,5760470603,140,88.3,5760470601,56,Center,5760470609,213,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820744979,719,12,2,89,35,4jg5vd59i24chckyua90dr1lg,1,18.8,56.3,2025-06-01T16:20:30.150Z,2025-06-01T16:20:30Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5760470653,15,,5760470631,141,67.8,5760470629,140,27.9,5760470627,56,Back,5760470633,212,12.3,5760470635,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745001,861,1,2,89,37,5mbo4f0vps12dr0fcvjn3wyp5,0,77.8,23.7,2025-06-01T16:20:32.039Z,2025-06-01T16:20:36Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5760470759,213,1.02,5760470749,155,,5760470753,140,91.0,5760470755,141,56.9,5760470751,56,Center,5760470875,233,720,5760470747,2,,5760470757,212,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745015,720,41,2,89,39,4jg5vd59i24chckyua90dr1lg,0,6.2,41.8,2025-06-01T16:20:34.613Z,2025-06-01T16:20:37Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5760470859,212,33.2,5760470855,140,29.5,5760470861,213,5.54,5760470879,233,861,5760470857,141,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745075,862,1,2,89,49,5mbo4f0vps12dr0fcvjn3wyp5,1,73.0,94.5,2025-06-01T16:20:43.783Z,2025-06-01T16:20:46Z,3hz7fbme9sm4xkj5fo3moeluc,V. Andersson,,,5760471243,212,15.6,5760471239,140,78.1,5760471241,141,73.0,5760471237,56,Center,5760471247,213,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745145,863,1,2,89,51,5mbo4f0vps12dr0fcvjn3wyp5,1,78.1,75.9,2025-06-01T16:20:45.944Z,2025-06-01T16:20:54Z,6utvjndbc0etrvdrul1oajdp0,A. Fesshaie,,,5760471601,56,Right,5760471599,155,,5760471607,212,48.7,5760471611,1,,5760471603,140,95.8,5760471609,213,5.10,5760471597,2,,5760471605,141,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745153,864,1,2,89,59,5mbo4f0vps12dr0fcvjn3wyp5,1,90.5,5.5,2025-06-01T16:20:53.910Z,2025-06-01T16:20:55Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5760471669,213,3.15,5760471663,140,73.9,5760471661,56,Right,5760471665,141,5.3,5760471667,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745161,865,1,2,90,0,5mbo4f0vps12dr0fcvjn3wyp5,1,73.9,5.3,2025-06-01T16:20:55.447Z,2025-06-01T16:20:56Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5760471707,56,Right,5760471711,141,15.3,5760471719,213,1.11,5760471715,212,7.6,5760471709,140,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745675,729,70,2,90,0,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-06-01T16:20:55.647Z,2025-06-01T16:22:22Z,,,,,5760474567,277,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745169,722,83,2,90,3,4jg5vd59i24chckyua90dr1lg,0,17.0,87.4,2025-06-01T16:20:58.070Z,2025-06-01T16:21:01Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5760471937,399,2q5dedfrzn793s2alaaig8i6s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745185,866,1,2,90,4,5mbo4f0vps12dr0fcvjn3wyp5,1,77.4,13.7,2025-06-01T16:20:58.984Z,2025-06-01T16:21:00Z,2q5dedfrzn793s2alaaig8i6s,A. Ali,,,5760471887,141,6.4,5760471891,213,5.74,5760471885,140,85.3,5760471883,56,Right,5760471889,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745189,867,1,2,90,5,5mbo4f0vps12dr0fcvjn3wyp5,0,85.3,6.4,2025-06-01T16:21:00.456Z,2025-06-01T16:21:01Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5760471917,141,42.4,5760471911,155,,5760471915,140,91.3,5760471921,213,1.32,5760471909,2,,5760471919,212,25.3,5760471913,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745217,723,12,2,90,8,4jg5vd59i24chckyua90dr1lg,1,8.8,53.1,2025-06-01T16:21:03.509Z,2025-06-01T16:21:06Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5760472071,15,,5760472065,141,81.8,5760472063,140,0.0,5760472069,213,2.08,5760472067,212,22.3,5760472061,56,Back,5760472113,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745219,724,6,2,90,10,4jg5vd59i24chckyua90dr1lg,0,2.3,72.8,2025-06-01T16:21:04.959Z,2025-06-01T16:42:32Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5760472125,233,868,5760472117,73,,5760472115,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745197,868,6,2,90,10,5mbo4f0vps12dr0fcvjn3wyp5,1,97.7,27.2,2025-06-01T16:21:04.959Z,2025-06-01T16:42:31Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5760472119,233,724,5760472013,56,Center,5760472017,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745381,869,1,2,90,27,5mbo4f0vps12dr0fcvjn3wyp5,1,99.5,0.5,2025-06-01T16:21:22.137Z,2025-06-01T16:21:38Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,1.0,,5760472943,213,1.76,5760473399,210,13,5760472935,56,Center,5760472941,212,29.0,5760472939,141,42.4,5760472923,2,,5760472937,140,94.3,5760472931,155,,5760473401,154,5760472927,6,,5760472933,224,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745389,870,44,2,90,29,5mbo4f0vps12dr0fcvjn3wyp5,1,92.6,41.9,2025-06-01T16:21:24.747Z,2025-06-01T16:42:50Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5760472985,56,Center,5760472987,286,,5760497093,233,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820749611,780,44,2,90,30,4jg5vd59i24chckyua90dr1lg,0,7.4,58.1,2025-06-01T16:21:24.748Z,2025-06-01T16:42:50Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5760497089,56,Back,5760497091,285,,5760497097,233,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745391,871,13,2,90,30,5mbo4f0vps12dr0fcvjn3wyp5,1,94.3,42.4,2025-06-01T16:21:25.455Z,2025-06-01T16:21:39Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5760473413,154,,5760473409,73,,5760472993,56,Center,5760473411,29,,5760473425,147,53.6,5760473197,15,,5760473429,231,48.4,5760472991,60,,5760473195,24,5760473419,102,64.2,5760473427,230,5760473201,328,5760473415,55,5760473421,103,5760473203,153,,,99.5,,869,13.9,5760473423,146,97.1,,,,,,,,,
2820745417,726,50,2,90,30,4jg5vd59i24chckyua90dr1lg,1,3.4,45.0,2025-06-01T16:21:25.747Z,2025-06-01T16:44:10Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5760508595,285,,5760508965,233,948,5760508593,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820750277,948,7,2,90,31,5mbo4f0vps12dr0fcvjn3wyp5,0,96.6,55.0,2025-06-01T16:21:25.748Z,2025-06-01T16:44:09Z,azvjk1schroxi2dq22hwnqr1m,A. Kakoullis,,,5760508961,233,726,5760508917,286,,5760508915,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820750545,949,61,2,90,32,5mbo4f0vps12dr0fcvjn3wyp5,0,90.3,53.3,2025-06-01T16:21:26.748Z,2025-06-01T16:34:18Z,9yb0exf35kl3avhdnlhv23glx,B. Hansen,,,5760502415,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745425,727,4,2,90,33,4jg5vd59i24chckyua90dr1lg,1,8.2,45.8,2025-06-01T16:21:28.117Z,2025-06-01T16:42:27Z,,,,,5760473181,285,,5760504351,233,872,5760473175,56,Back,5760504005,10,,5760473177,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745411,872,4,2,90,33,5mbo4f0vps12dr0fcvjn3wyp5,0,91.8,54.2,2025-06-01T16:21:28.118Z,2025-06-01T16:42:27Z,9yb0exf35kl3avhdnlhv23glx,B. Hansen,,,5760473103,56,Center,5760504369,233,727,5760473109,286,,5760503831,10,,5760473105,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745415,725,43,2,90,34,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-06-01T16:21:29.254Z,2025-06-01T16:36:37Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5760473113,56,Back,5760473121,212,13.1,5760473115,140,12.9,5760473123,213,0.52,5760509831,144,12,5760473117,141,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745701,730,1,2,91,14,4jg5vd59i24chckyua90dr1lg,0,13.6,47.8,2025-06-01T16:22:08.951Z,2025-06-01T16:22:10Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5760474697,140,65.2,5760474701,212,55.2,5760474679,5,,5760474705,1,,5760474685,157,,5760474693,56,Center,5760474699,141,63.7,5760474689,152,,5760474703,213,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,
2820745717,873,1,2,91,16,5mbo4f0vps12dr0fcvjn3wyp5,1,38.8,47.5,2025-06-01T16:22:11.096Z,2025-06-01T16:22:13Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5760474795,56,Back,5760474801,212,17.5,5760474797,140,45.6,5760474803,213,5.13,5760474799,141,24.0,5760474793,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745739,875,61,2,91,22,5mbo4f0vps12dr0fcvjn3wyp5,0,69.4,11.6,2025-06-01T16:22:16.920Z,2025-06-01T16:22:17Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5760474919,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745745,731,12,2,91,22,4jg5vd59i24chckyua90dr1lg,1,18.5,89.1,2025-06-01T16:22:17.685Z,2025-06-01T16:22:18Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5760474955,141,100.0,5760474965,167,,5760474957,212,8.3,5760474959,213,1.39,5760474951,56,Back,5760474953,140,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745747,732,5,2,91,23,4jg5vd59i24chckyua90dr1lg,0,20.1,101.0,2025-06-01T16:22:18.263Z,2025-06-01T16:32:26Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5760474963,347,,5760474961,56,Back,5760474983,233,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745743,876,5,2,91,23,5mbo4f0vps12dr0fcvjn3wyp5,1,79.9,-1.0,2025-06-01T16:22:18.263Z,2025-06-01T16:45:59Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5760474949,347,,5760474979,233,732,5760474947,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745911,877,1,2,91,42,5mbo4f0vps12dr0fcvjn3wyp5,0,79.4,0.0,2025-06-01T16:22:37.319Z,2025-06-01T16:22:59Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5760475805,212,29.2,5760475799,56,Center,5760475807,213,1.19,5760475809,1,,5760475801,140,89.6,5760475797,107,,5760475803,141,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745893,733,44,2,91,46,4jg5vd59i24chckyua90dr1lg,1,9.6,63.7,2025-06-01T16:22:40.846Z,2025-06-01T16:42:50Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5760476377,233,878,5760475717,285,,5760475715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745917,878,44,2,91,46,5mbo4f0vps12dr0fcvjn3wyp5,0,90.4,36.3,2025-06-01T16:22:40.847Z,2025-06-01T16:42:50Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5760475827,56,Center,5760476381,233,733,5760475829,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745897,734,12,2,91,46,4jg5vd59i24chckyua90dr1lg,1,7.7,63.7,2025-06-01T16:22:41.702Z,2025-06-01T16:22:42Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5760475735,141,71.4,5760475747,15,,5760475737,212,14.8,5760475741,213,0.36,5760475731,56,Back,5760475733,140,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745913,735,61,2,91,49,4jg5vd59i24chckyua90dr1lg,0,26.3,72.4,2025-06-01T16:22:44.070Z,2025-06-01T16:22:44Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5760475813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745923,879,43,2,91,49,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-06-01T16:22:44.437Z,2025-06-01T16:24:49Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5760475849,56,Center,5760479797,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745943,880,1,2,91,51,5mbo4f0vps12dr0fcvjn3wyp5,0,70.8,28.8,2025-06-01T16:22:45.864Z,2025-06-01T16:22:46Z,2q5dedfrzn793s2alaaig8i6s,A. Ali,,,5760475945,213,0.95,5760475937,56,Center,5760475935,155,,5760475941,141,65.2,5760475939,140,87.7,5760475943,212,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745979,736,12,2,91,52,4jg5vd59i24chckyua90dr1lg,1,11.6,32.4,2025-06-01T16:22:47.142Z,2025-06-01T16:22:50Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5760476091,56,Back,5760476109,15,,5760476097,212,30.4,5760476141,167,,5760476093,140,30.4,5760476099,213,5.42,5760476095,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745983,737,5,2,91,54,4jg5vd59i24chckyua90dr1lg,0,28.6,-1.8,2025-06-01T16:22:49.392Z,2025-06-01T16:22:53Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5760476119,347,,5760476159,233,881,5760476117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820745989,881,5,2,91,54,5mbo4f0vps12dr0fcvjn3wyp5,1,71.4,101.8,2025-06-01T16:22:49.392Z,2025-06-01T16:46:00Z,2q5dedfrzn793s2alaaig8i6s,A. Ali,,,5760476151,347,,5760476149,56,Left,5760476153,233,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
