id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2784786509,22,1,1,2,30,8cfkisxf1fkxdqtt6tx1tup48,1,25.1,91.7,2025-03-07T18:02:53.667Z,2025-03-07T18:02:55Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5562378327,140,44.5,5562378323,155,,5562378325,56,Back,5562378333,213,5.75,5562378331,212,23.6,5562378329,141,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786515,23,1,1,2,32,8cfkisxf1fkxdqtt6tx1tup48,0,44.3,74.1,2025-03-07T18:02:55.458Z,2025-03-07T18:02:57Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5562378361,141,79.7,5562378381,156,,5562378357,56,Back,5562378365,213,2.46,5562378363,212,6.1,5562378359,140,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786543,29,1,1,2,33,ajtb177oqwawkdwbqhldmq6mx,1,65.4,12.9,2025-03-07T18:02:57.066Z,2025-03-07T18:02:59Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5562378559,212,31.3,5562378557,141,33.1,5562378553,56,Back,5562378555,140,38.6,5562378561,213,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786581,31,1,1,2,36,ajtb177oqwawkdwbqhldmq6mx,1,36.6,31.3,2025-03-07T18:03:00.203Z,2025-03-07T18:03:03Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562378733,140,43.5,5562378735,141,50.0,5562378737,212,14.6,5562378739,213,1.05,5562378731,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786601,32,1,1,2,39,ajtb177oqwawkdwbqhldmq6mx,1,43.6,40.9,2025-03-07T18:03:03.010Z,2025-03-07T18:03:05Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5562378823,56,Back,5562378825,140,42.6,5562378831,213,4.64,5562378827,141,18.5,5562378829,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786635,33,1,1,2,41,ajtb177oqwawkdwbqhldmq6mx,1,45.8,17.4,2025-03-07T18:03:05.034Z,2025-03-07T18:03:07Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5562378959,212,29.3,5562378957,141,18.0,5562378953,56,Right,5562378955,140,73.7,5562378961,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786661,34,1,1,2,44,ajtb177oqwawkdwbqhldmq6mx,1,62.0,7.6,2025-03-07T18:03:07.610Z,2025-03-07T18:03:11Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,,5562379095,140,84.1,5562379093,56,Right,5562379101,213,0.26,5562379099,212,24.0,5562379097,141,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786659,24,4,1,2,47,8cfkisxf1fkxdqtt6tx1tup48,1,16.4,86.2,2025-03-07T18:03:10.987Z,2025-03-07T19:01:05Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5562379111,295,,5562379109,13,,5562379175,233,35,5562379113,56,Back,5562379115,152,,5562379117,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786663,35,4,1,2,47,ajtb177oqwawkdwbqhldmq6mx,0,83.6,13.8,2025-03-07T18:03:10.988Z,2025-03-07T19:01:06Z,8viazilbghyogmhd7w3lg2six,S. Koch,,,5562379137,56,Right,5562379133,13,,5562379135,295,,5562379139,152,,5562379183,233,24,5562379141,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786825,25,1,1,3,14,8cfkisxf1fkxdqtt6tx1tup48,0,14.7,87.5,2025-03-07T18:03:38.347Z,2025-03-07T18:03:42Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5562380061,56,Center,5562380055,5,,5562380069,213,6.05,5562380071,1,,5562380057,157,,5562380067,212,60.1,5562380059,152,,5562380063,140,70.3,5562380065,141,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2784794453,210,44,1,3,20,ajtb177oqwawkdwbqhldmq6mx,1,31.5,35.8,2025-03-07T18:03:43.520Z,2025-03-07T19:01:15Z,8viazilbghyogmhd7w3lg2six,S. Koch,,,5562420781,233,51,5562420777,56,Back,5562420779,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787587,51,44,1,3,20,8cfkisxf1fkxdqtt6tx1tup48,0,68.5,64.2,2025-03-07T18:03:43.521Z,2025-03-07T19:01:16Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5562384399,286,,5562384397,56,Center,5562420797,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786827,36,1,1,3,21,ajtb177oqwawkdwbqhldmq6mx,0,19.7,41.9,2025-03-07T18:03:44.490Z,2025-03-07T18:18:23Z,8viazilbghyogmhd7w3lg2six,S. Koch,,,5562380073,3,,5562380075,56,Back,5562380077,140,34.5,5562380079,141,47.3,5562380083,213,0.23,5562380081,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786831,26,1,1,3,21,8cfkisxf1fkxdqtt6tx1tup48,0,62.6,69.6,2025-03-07T18:03:44.562Z,2025-03-07T18:03:45Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5562380111,141,63.4,5562380109,140,70.9,5562380115,213,5.83,5562380113,212,9.7,5562380105,3,,5562380107,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786833,37,12,1,3,21,ajtb177oqwawkdwbqhldmq6mx,1,20.5,44.0,2025-03-07T18:03:44.914Z,2025-03-07T21:04:14Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562380125,213,5.91,5562380123,212,14.4,5562380117,56,Back,5562380119,140,33.3,5562380121,141,36.3,5562380143,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786861,27,1,1,3,22,8cfkisxf1fkxdqtt6tx1tup48,1,67.3,69.3,2025-03-07T18:03:45.985Z,2025-03-07T18:03:49Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5562380333,140,77.5,5562380335,141,69.6,5562380337,212,10.7,5562380327,3,,5562380339,213,0.02,5562380329,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786869,28,61,1,3,25,8cfkisxf1fkxdqtt6tx1tup48,0,77.9,69.7,2025-03-07T18:03:49.002Z,2025-03-07T18:05:57Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5562380371,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786889,39,1,1,3,28,ajtb177oqwawkdwbqhldmq6mx,1,19.3,14.0,2025-03-07T18:03:51.578Z,2025-03-07T21:03:55Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,,5562380451,212,31.0,5562380449,141,36.7,5562380445,56,Back,5562380447,140,44.9,5562380453,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784900519,1059,1,1,3,30,ajtb177oqwawkdwbqhldmq6mx,1,42.4,27.1,2025-03-07T18:03:53.442Z,2025-03-07T20:06:54Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5562998441,141,18.8,5562998439,140,36.7,5562998437,56,Back,5562998445,213,3.90,5562998443,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786901,29,43,1,3,30,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-03-07T18:03:53.761Z,2025-03-07T21:00:25Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5562380507,56,Left,5563358709,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786919,40,1,1,3,30,ajtb177oqwawkdwbqhldmq6mx,1,38.2,28.6,2025-03-07T18:03:54.366Z,2025-03-07T21:04:04Z,8viazilbghyogmhd7w3lg2six,S. Koch,,,5562380643,212,8.5,5562380645,213,2.98,5562380635,56,Back,5562380641,141,30.6,5562380639,140,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786925,41,1,1,3,31,ajtb177oqwawkdwbqhldmq6mx,1,30.2,30.6,2025-03-07T18:03:55.274Z,2025-03-07T21:03:50Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,,5562380695,212,9.6,5562380693,141,38.9,5562380697,213,0.63,5562380691,140,37.6,5562380689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786933,42,1,1,3,33,ajtb177oqwawkdwbqhldmq6mx,1,37.6,38.9,2025-03-07T18:03:56.890Z,2025-03-07T21:03:46Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5562380763,213,5.60,5562380759,141,17.9,5562380753,155,,5562380755,56,Right,5562380757,140,54.3,5562380761,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786935,43,61,1,3,35,ajtb177oqwawkdwbqhldmq6mx,0,54.3,17.1,2025-03-07T18:03:58.923Z,2025-03-07T21:03:48Z,8viazilbghyogmhd7w3lg2six,S. Koch,,,5562380775,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786949,31,1,1,3,37,8cfkisxf1fkxdqtt6tx1tup48,1,24.6,78.7,2025-03-07T18:04:01.170Z,2025-03-07T18:04:03Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5562380931,213,3.79,5562380927,141,63.0,5562380929,212,17.7,5562380923,56,Back,5562380925,140,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786963,32,1,1,3,39,8cfkisxf1fkxdqtt6tx1tup48,0,11.2,63.0,2025-03-07T18:04:02.954Z,2025-03-07T18:04:04Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5562380995,1,,5562380985,56,Center,5562380993,213,0.10,5562380983,157,,5562380987,140,68.0,5562380989,141,72.0,5562380991,212,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786979,44,1,1,3,41,ajtb177oqwawkdwbqhldmq6mx,1,26.6,24.9,2025-03-07T18:04:05.265Z,2025-03-07T18:04:06Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5562381081,212,12.6,5562381079,141,31.6,5562381077,140,37.8,5562381083,213,0.37,5562381075,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786991,46,1,1,3,42,ajtb177oqwawkdwbqhldmq6mx,1,37.8,31.6,2025-03-07T18:04:06.426Z,2025-03-07T18:04:07Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5562381145,56,Back,5562381151,141,12.9,5562381149,140,47.1,5562381155,213,5.37,5562381153,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784786997,47,61,1,3,44,ajtb177oqwawkdwbqhldmq6mx,0,47.1,12.9,2025-03-07T18:04:07.442Z,2025-03-07T18:04:07Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,,5562381167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787031,33,5,1,3,44,8cfkisxf1fkxdqtt6tx1tup48,1,53.0,101.0,2025-03-07T18:04:07.833Z,2025-03-07T19:00:50Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5562381473,233,48,5562381453,56,Left,5562381455,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787015,48,5,1,3,44,ajtb177oqwawkdwbqhldmq6mx,0,47.0,-1.0,2025-03-07T18:04:07.833Z,2025-03-07T19:00:51Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,,5562381261,56,Back,5562381479,233,33,5562381263,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787041,34,1,1,3,51,8cfkisxf1fkxdqtt6tx1tup48,1,49.6,100.0,2025-03-07T18:04:14.937Z,2025-03-07T18:04:17Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5562381501,56,Back,5562381499,107,,5562381511,1,,5562381509,213,3.60,5562381503,140,28.9,5562381505,141,86.2,5562381507,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787131,35,1,1,3,53,8cfkisxf1fkxdqtt6tx1tup48,1,27.6,85.6,2025-03-07T18:04:17.257Z,2025-03-07T18:04:32Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5562381905,212,28.0,5562381903,141,50.3,5562381899,56,Back,5562381907,213,4.17,5562381901,140,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787145,49,43,1,4,8,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-03-07T18:04:32.162Z,2025-03-07T18:24:00Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5562433739,144,44,5562381951,285,0,5562381949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787155,36,1,1,4,8,8cfkisxf1fkxdqtt6tx1tup48,1,26.1,62.0,2025-03-07T18:04:32.291Z,2025-03-07T18:04:34Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5562381993,140,63.3,5562381995,141,32.5,5562381997,212,43.9,5562382001,1,,5562381999,213,5.81,5562381989,155,,5562381991,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787159,37,44,1,4,11,8cfkisxf1fkxdqtt6tx1tup48,1,66.6,41.8,2025-03-07T18:04:34.458Z,2025-03-07T19:01:16Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5562382037,56,Center,5562382075,233,50,5562382041,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787163,50,44,1,4,11,ajtb177oqwawkdwbqhldmq6mx,0,33.4,58.2,2025-03-07T18:04:34.459Z,2025-03-07T19:01:16Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562382099,233,37,5562382051,56,Back,5562382053,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787183,38,1,1,4,11,8cfkisxf1fkxdqtt6tx1tup48,1,63.3,32.5,2025-03-07T18:04:34.540Z,2025-03-07T18:04:39Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5562382187,213,6.07,5562382175,3,,5562382183,141,30.6,5562382185,212,6.0,5562382177,168,,5562382181,140,68.9,5562382179,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787185,39,61,1,4,15,8cfkisxf1fkxdqtt6tx1tup48,0,69.5,30.6,2025-03-07T18:04:38.897Z,2025-03-07T20:09:44Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5562382191,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797669,329,43,1,4,16,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-03-07T18:04:39.457Z,2025-03-07T20:08:30Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5562440383,286,0,5563011599,144,50,5562440413,233,64,5562440381,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784903721,1060,3,1,4,16,ajtb177oqwawkdwbqhldmq6mx,0,34.0,64.7,2025-03-07T18:04:39.457Z,2025-03-07T20:46:22Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5563016213,233,64,5563015691,286,,5563015689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784788761,64,7,1,4,16,8cfkisxf1fkxdqtt6tx1tup48,0,66.0,35.3,2025-03-07T18:04:39.458Z,2025-03-07T20:46:21Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5562390253,56,Center,5563016165,233,1060,5562440397,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784905485,1062,1,1,4,17,ajtb177oqwawkdwbqhldmq6mx,1,29.1,63.3,2025-03-07T18:04:40.442Z,2025-03-07T20:10:16Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5563025377,213,0.04,5563025375,212,15.7,5563025365,56,Back,5563025367,140,44.0,5563025371,141,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784904735,1061,61,1,4,22,ajtb177oqwawkdwbqhldmq6mx,0,44.7,72.9,2025-03-07T18:04:45.442Z,2025-03-07T20:09:48Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5563021421,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787235,40,50,1,4,23,8cfkisxf1fkxdqtt6tx1tup48,1,65.0,38.8,2025-03-07T18:04:46.569Z,2025-03-07T19:02:25Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5562382791,233,51,5562382469,56,Center,5562382471,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787229,51,7,1,4,23,ajtb177oqwawkdwbqhldmq6mx,0,35.0,61.2,2025-03-07T18:04:46.570Z,2025-03-07T21:03:37Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5562382449,285,,5562382447,56,Back,5562382779,233,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787249,53,1,1,4,24,ajtb177oqwawkdwbqhldmq6mx,0,38.8,73.6,2025-03-07T18:04:48.209Z,2025-03-07T21:03:42Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5562382539,212,30.4,5562382537,141,62.0,5562382535,140,66.8,5562382533,56,Center,5562382541,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787259,41,1,1,4,26,8cfkisxf1fkxdqtt6tx1tup48,1,45.1,47.0,2025-03-07T18:04:50.081Z,2025-03-07T20:09:46Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5562382615,141,21.3,5562382613,140,44.6,5562382617,212,17.5,5562382619,213,4.68,5562382611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787277,42,1,1,4,28,8cfkisxf1fkxdqtt6tx1tup48,1,43.9,21.2,2025-03-07T18:04:51.537Z,2025-03-07T18:04:54Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5562382713,212,13.7,5562382715,213,5.65,5562382711,141,9.2,5562382707,56,Right,5562382709,140,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787283,43,1,1,4,30,8cfkisxf1fkxdqtt6tx1tup48,0,54.5,9.5,2025-03-07T18:04:54.098Z,2025-03-07T20:11:00Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5562382733,213,0.43,5562382725,56,Right,5562382723,155,,5562382731,212,14.4,5562382729,141,18.3,5562382727,140,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787305,44,1,1,4,32,8cfkisxf1fkxdqtt6tx1tup48,0,60.8,31.9,2025-03-07T18:04:56.297Z,2025-03-07T18:04:56Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5562382841,56,Center,5562382845,141,26.2,5562382843,140,67.7,5562382849,213,5.79,5562382847,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784906921,1063,61,1,4,34,ajtb177oqwawkdwbqhldmq6mx,0,26.6,92.7,2025-03-07T18:04:57.442Z,2025-03-07T20:11:12Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5563033419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787309,54,1,1,4,34,ajtb177oqwawkdwbqhldmq6mx,0,29.3,92.2,2025-03-07T18:04:57.593Z,2025-03-07T20:11:32Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5562382873,212,5.2,5562382875,213,0.73,5562382869,140,33.0,5562382871,141,97.3,5562382867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787307,45,61,1,4,34,8cfkisxf1fkxdqtt6tx1tup48,1,64.1,30.7,2025-03-07T18:04:57.895Z,2025-03-07T20:11:10Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5562382863,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787367,56,1,1,4,37,ajtb177oqwawkdwbqhldmq6mx,1,32.2,95.9,2025-03-07T18:05:01.217Z,2025-03-07T18:05:05Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5562383183,56,Back,5562383185,140,41.3,5562383187,141,63.0,5562383181,155,,5562383191,213,5.12,5562383189,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787371,57,61,1,4,41,ajtb177oqwawkdwbqhldmq6mx,1,44.5,62.4,2025-03-07T18:05:05.125Z,2025-03-07T18:05:05Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,,5562383199,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787383,46,1,1,4,43,8cfkisxf1fkxdqtt6tx1tup48,0,53.2,29.8,2025-03-07T18:05:07.425Z,2025-03-07T18:05:09Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5562383291,141,33.4,5562383289,140,44.8,5562383349,286,,5562383287,56,Back,5562383345,233,58,5562383295,213,2.87,5562383343,236,,5562383293,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787389,58,74,1,4,43,ajtb177oqwawkdwbqhldmq6mx,1,54.3,71.2,2025-03-07T18:05:07.426Z,2025-03-07T19:01:09Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5562383363,233,46,5562383313,56,Center,5562383317,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787395,47,83,1,4,46,8cfkisxf1fkxdqtt6tx1tup48,0,48.3,12.7,2025-03-07T18:05:09.561Z,2025-03-07T20:11:23Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5562450265,399,ezbixgm2km8iapnsl57bn4wkp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784799565,383,3,1,4,46,ajtb177oqwawkdwbqhldmq6mx,0,56.7,96.8,2025-03-07T18:05:09.624Z,2025-03-07T19:02:26Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5562450323,233,49,5562450117,56,Left,5562450119,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787417,49,7,1,4,46,8cfkisxf1fkxdqtt6tx1tup48,1,43.3,3.2,2025-03-07T18:05:09.625Z,2025-03-07T20:11:30Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5562383469,56,Back,5562450315,233,383,5562383471,285,,5562383467,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787421,50,5,1,4,48,8cfkisxf1fkxdqtt6tx1tup48,0,41.2,-1.8,2025-03-07T18:05:11.594Z,2025-03-07T19:00:51Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5562383501,347,,5562383527,233,59,5562383499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787419,59,5,1,4,48,ajtb177oqwawkdwbqhldmq6mx,1,58.8,101.8,2025-03-07T18:05:11.594Z,2025-03-07T20:14:01Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5562383473,56,Left,5562383475,347,,5562383513,233,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787477,60,1,1,4,54,ajtb177oqwawkdwbqhldmq6mx,1,58.2,100.0,2025-03-07T18:05:17.754Z,2025-03-07T18:05:19Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5562383791,56,Back,5562383789,107,,5562383799,213,3.33,5562383801,1,,5562383795,141,94.2,5562383793,140,32.2,5562383797,212,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787513,61,1,1,4,55,ajtb177oqwawkdwbqhldmq6mx,1,32.2,94.2,2025-03-07T18:05:19.338Z,2025-03-07T18:05:23Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562384019,140,22.8,5562384021,141,54.9,5562384017,56,Back,5562384025,213,4.36,5562384023,212,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787533,62,1,1,5,0,ajtb177oqwawkdwbqhldmq6mx,1,31.5,55.4,2025-03-07T18:05:23.649Z,2025-03-07T18:05:26Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5562384117,141,33.7,5562384115,140,31.9,5562384113,56,Back,5562384119,212,14.8,5562384121,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787603,63,1,1,5,2,ajtb177oqwawkdwbqhldmq6mx,1,32.4,28.3,2025-03-07T18:05:26.091Z,2025-03-07T18:05:32Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5562384447,141,46.1,5562384449,212,12.4,5562384451,213,1.78,5562384445,140,29.9,5562384443,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784787671,64,1,1,5,8,ajtb177oqwawkdwbqhldmq6mx,1,45.4,43.7,2025-03-07T18:05:32.321Z,2025-03-07T18:05:38Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5562384767,213,0.64,5562384763,141,55.8,5562384765,212,13.8,5562384759,56,Center,5562384761,140,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
